68	ὕπνῳ	ὕπνῳ	ὕπνῳ
68	πεσοῦσαι	πεσοῦσαι	πεσοῦσαι
68	δʼ	δ'	δ'
68	αἱ	αἱ	αἱ
68	κατάπτυστοι	κατάπτυστοι	κατάπτυστοι
68	κόραι	κόραι	κόραι
68	,	,	,
69	γραῖαι	γραῖαι	γραῖαι
69	παλαιαὶ	παλαιαὶ	παλαιαὶ
69	παῖδες	παῖδες	παῖδες
69	,	,	,
69	αἷς	αἷς	αἷς
69	οὐ	οὐ	οὐ
69	μείγνυται	μείγνυται	μείγνυται
70	θεῶν	θεῶν	θεῶν
70	τις	τις	τις
70	οὐδʼ	οὐ	οὐ
70		δ'	δ'
70	ἄνθρωπος	ἄνθρωπος	ἄνθρωπος
70		οὐ	οὐ
70	οὐδὲ	δὲ	δὲ
70	θήρ	θήρ	θήρ
70	ποτε	ποτε	ποτε
70	.	.	.
71	κακῶν	κακῶν	κακῶν
71	δʼ	δ'	δ'
71	ἕκατι	ἕκατι	ἕκατι
71	κἀγένοντʼ	κἀγένοντ'	κἀγένοντ'
71	,	,	,
71	ἐπεὶ	ἐπεὶ	ἐπεὶ
71	κακὸν	κακὸν	κακὸν
72	σκότον	σκότον	σκότον
72	νέμονται	νέμονται	νέμονται
72	Τάρταρόν	Τάρταρόν	Τάρταρόν
72	θʼ	θ'	θ'
72	ὑπὸ	ὑπὸ	ὑπὸ
72	χθονός	χθονός	χθονός
72	,	,	,
73	μισήματʼ	μισήματ'	μισήματ'
73	ἀνδρῶν	ἀνδρῶν	ἀνδρῶν
73	καὶ	καὶ	καὶ
73	θεῶν	θεῶν	θεῶν
73	Ὀλυμπίων	Ὀλυμπίων	Ὀλυμπίων
73	.	.	.
74	ὅμως	ὅμως	ὅμως
74	δὲ	δὲ	δὲ
74	φεῦγε	φεῦγε	φεῦγε
74		μη	μη
74	μηδὲ	δὲ	δὲ
74	μαλθακὸς	μαλθακὸς	μαλθακὸς
74	γένῃ	γένῃ	γένῃ
74	.	.	.
75	ἐλῶσι	ἐλῶσι	ἐλῶσι
75	γάρ	γάρ	γάρ
75	σε	σε	σε
75	καὶ	καὶ	καὶ
75	διʼ	δι'	δι'
75	ἠπείρου	ἠπείρου	ἠπείρου
75	μακρᾶς	μακρᾶς	μακρᾶς
76	βιβῶντʼ	βιβῶντ'	βιβῶντ'
76	ἀνʼ	ἀν'	ἀν'
76	αἰεὶ	αἰεὶ	αἰεὶ
76	τὴν	τὴν	τὴν
76	πλανοστιβῆ	πλανοστιβῆ	πλανοστιβῆ
76	χθόνα	χθόνα	χθόνα
77	ὑπέρ	ὑπέρ	ὑπέρ
77	τε	τε	τε
77	πόντον	πόντον	πόντον
77	καὶ	καὶ	καὶ
77	περιρρύτας	περιρρύτας	περιρρύτας
77	πόλεις	πόλεις	πόλεις
77	.	.	.
78	καὶ	καὶ	καὶ
78	μὴ	μὴ	μὴ
78	πρόκαμνε	πρόκαμνε	πρόκαμνε
78	τόνδε	τόνδε	τόνδε
78	βουκολούμενος	βουκολούμενος	βουκολούμενος
79	πόνον	πόνον	πόνον
79	·	·	·
79	μολὼν	μολὼν	μολὼν
79	δὲ	δὲ	δὲ
79	Παλλάδος	Παλλάδος	Παλλάδος
79	ποτὶ	ποτὶ	ποτὶ
79	πτόλιν	πτόλιν	πτόλιν
80	ἵζου	ἵζου	ἵζου
80	παλαιὸν	παλαιὸν	παλαιὸν
80	ἄγκαθεν	ἄγκαθεν	ἄγκαθεν
80	λαβὼν	λαβὼν	λαβὼν
80	βρέτας	βρέτας	βρέτας
80	.	.	.
81	κἀκεῖ	κἀκεῖ	κἀκεῖ
81	δικαστὰς	δικαστὰς	δικαστὰς
81	τῶνδε	τῶνδε	τῶνδε
81	καὶ	καὶ	καὶ
81	θελκτηρίους	θελκτηρίους	θελκτηρίους
82	μύθους	μύθους	μύθους
82	ἔχοντες	ἔχοντες	ἔχοντες
82	μηχανὰς	μηχανὰς	μηχανὰς
82	εὑρήσομεν	εὑρήσομεν	εὑρήσομεν
82	,	,	,
83	ὥστʼ	ὥστ'	ὥστ'
83	ἐς	ἐς	ἐς
83	τὸ	τὸ	τὸ
83	πᾶν	πᾶν	πᾶν
83	σε	σε	σε
83	τῶνδʼ	τῶνδ'	τῶνδ'
83	ἀπαλλάξαι	ἀπαλλάξαι	ἀπαλλάξαι
83	πόνων	πόνων	πόνων
83	·	·	·
84	καὶ	καὶ	καὶ
84	γὰρ	γὰρ	γὰρ
84	κτανεῖν	κτανεῖν	κτανεῖν
84	σʼ	σ'	σ'
84	ἔπεισα	ἔπεισα	ἔπεισα
84	μητρῷον	μητρῷον	μητρῷον
84	δέμας	δέμας	δέμας
84	.	.	.
85	ἄναξ	ἄναξ	ἄναξ
85	Ἄπολλον	Ἄπολλον	Ἄπολλον
85	,	,	,
85	οἶσθα	οἶσθα	οἶσθα
85	μὲν	μὲν	μὲν
85	τὸ	τὸ	τὸ
85	μὴ	μὴ	μὴ
85		'	'
85	ʼδικεῖν	δικεῖν	δικεῖν
85	·	·	·
86	ἐπεὶ	ἐπεὶ	ἐπεὶ
86	δʼ	δ'	δ'
86	ἐπίστᾳ	ἐπίστᾳ	ἐπίστᾳ
86	,	,	,
86	καὶ	καὶ	καὶ
86	τὸ	τὸ	τὸ
86	μὴ	μὴ	μὴ
86		'	'
86	ʼμελεῖν	μελεῖν	μελεῖν
86	μάθε	μάθε	μάθε
86	.	.	.
87	σθένος	σθένος	σθένος
87	δὲ	δὲ	δὲ
87	ποιεῖν	ποιεῖν	ποιεῖν
87	εὖ	εὖ	εὖ
87	φερέγγυον	φερέγγυον	φερέγγυον
87	τὸ	τὸ	τὸ
87	σόν	σόν	σόν
87	.	.	.
88	μέμνησο	μέμνησο	μέμνησο
88	,	,	,
88	μὴ	μὴ	μὴ
88	φόβος	φόβος	φόβος
88	σε	σε	σε
88	νικάτω	νικάτω	νικάτω
88	φρένας	φρένας	φρένας
88	.	.	.
89	σὺ	σὺ	σὺ
89	δʼ	δ'	δ'
89	,	,	,
89	αὐτάδελφον	αὐτάδελφον	αὐτάδελφον
89	αἷμα	αἷμα	αἷμα
89	καὶ	καὶ	καὶ
89	κοινοῦ	κοινοῦ	κοινοῦ
89	πατρός	πατρός	πατρός
89	,	,	,
